ID;canonicalsmiles;xlogp;polararea
54090965;CC(C)CCCCCCCCCCCC(CC(=O)NCC(=O)NC(C(C)O)C(=O)O)OC(=O)CCCCCCCCCCCC(C)C;11.600;142000
54177567;CC(C)CCCCCCCCCCCC(CC(=O)NC(C)C(=O)NC(C(C)O)C(=O)O)OC(=O)CCCCCCCCCCCC(C)C;12.000;142000
54239243;CC(C)CCCCCCCCCCCC(CC(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)O)OC(=O)CCCCCCCCCCCC(C)C;13.000;159000
54488011;CCCCCCCCCCCCCCCCCC(C(CCCCCCCCCCCCCCCC)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)O)OC(=O)CCCCCCCCCCCCCCCCC;19.600;363000
58057422;CCC(=O)NC(C)C(=O)NC(CC(C)C)C(CC(=O)O)O;0.400;116000
58057429;CCC(=O)NC(CCCN)C(=O)NC(CC(C)C)C(CC(=O)O)O;-2.500;142000
58057434;CCC(=O)NC(CCCN=C(N)N)C(=O)NC(CC(C)C)C(CC(=O)O)O;-0.800;180000
58057439;CCC(=O)NC(CCN)C(=O)NC(CC(C)C)C(CC(=O)O)O;-2.800;142000
58057445;CCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(CC(=O)O)O;-2.100;142000
58952713;CC(C)CC(C(CC(=O)O)O)NC(=O)CNC(=O)C(C)C;0.600;116000
58952715;CC(C)CCC(C(CC(=O)O)O)NC(=O)CNC(=O)C(C)C;0.900;116000
73353077;CC(C)CC(C(CC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)O)O)N;-2.100;208000
76328341;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CO)C(C)CC)CC(C)C)C)C;6.100;204000
86739313;CC(C)CCCCCCCCCCCC(CC(=O)NC(C)C(=O)NC(CO)C(=O)O)OC(=O)CCCCCCCCCCCC(C)C;11.500;142000
88665041;CC(C)CC(C(CC(=O)OC)O)NC(=O)C(CC(C)C)NC(=O)OC(C)(C)C;3.000;114000
88666426;CC(C)CC(C(CC(=O)O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C)O;1.000;194000
88682026;CCOC(=O)CC(C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OC(C)(C)C)O;3.300;114000
88682035;CCOC(=O)CC(C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OC(C)(C)C)O;3.300;114000
88723635;CC(C)CCCCCCCCCCCC(CC(=O)NC(C)C(=O)NC(C(C)O)C(=O)O)OC(=O)CCCCCCCCCCCC(C)C;12.000;142000
88723938;CC(C)CCCCCCCCCCCC(CC(=O)NCC(=O)NC(C(C)O)C(=O)O)OC(=O)CCCCCCCCCCCC(C)C;11.600;142000
88759959;CC(C)CC(C(CC(=O)N(C(C)C(=O)O)C(=O)C(C(C)C)NC(=O)C(CC(C)C)N)O)N;-1.100;176000
88774996;CC(C)CC(C(CC(=O)OC(CC(=O)O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C)O)NC(=O)C(C)N;-0.200;226000
88782254;CC(C)CC(C(CC(=O)N(C(C)C(=O)C(C(C(CC(C)C)N)O)C(=O)O)C(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C)O)N;0.100;242000
88818963;CC(C)CC(C(CC(=O)N(C(C)C(=O)C(C(C(CC(C)C)N)O)C(=O)O)C(=O)C(C(C)C)NC(=O)C(C(C)C)N)O)N;-1.400;239000
88829860;CCCCCNC(C(C)C)C(=O)NC(C(C)C)C(=O)N(C(C)C(=O)C(C(C(CC(C)C)N)O)C(=O)O)C(=O)CC(C(CC(C)C)N)O;0.900;225000
88847245;CC(C)CC(C(CC(=O)O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C)O.[Na];NULL;223000
88860050;CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CCCC(=O)O)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C;6.400;316000
88860075;CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CCCC(=O)O)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C;6.400;316000
89412124;CC(C)CC(C(CC(=O)NCCCCC(C(=O)NCC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)CCO)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C)O;-5.300;658000
89621397;CC(C(C(=O)NC(CCCCN)C(=O)N(C(=O)C(C(C)O)N)C(CO)(C(=O)C(CCCCN)N)C(=O)O)N)O;-7.600;312000
89760186;CCCCCCCCCCCCCC(=O)NC(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C(C(C)O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)O;3.900;244000
89864844;CCCCC(C(=O)NC(CC(C)C)C(CC(=O)NC(C)C(=O)NC(CC(C)C)C(CC(=O)O)O)O)NC(=O)C(C(C)C)NC(=O)CC(C)C;3.500;223000
89864853;CCC(C(=O)NC(CC(C)C)C(CC(=O)N(C(C)C(=O)NC(CC(C)C)C(CC(=O)O)O)N)O)N(CC)C(=O)C(C(C)C)NC(=O)CC(C)C;0.300;232000
117650521;CC(C)CC(C(CC(=O)ON1C(=O)CCC1=O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C)O;2.400;250000
117650522;CC(C)CC(C(CC(=O)O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C)O;3.000;223000
117749290;CC(C)CC(C(CC(=O)O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C)O;3.000;223000
117904985;CCCCCCCCCCCCCCCC(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC;5.700;203000
118205856;CC(C(C(=O)NC(C(C)O)C(=O)N(C(=O)C(CCCCN)N)C(CO)(C(=O)C(CCCCN)N)C(=O)O)N)O;-7.600;312000
118719350;CC(C)CCCCCCCCCCCC(C)C(C(C)C(=O)NC(C)CCC(=O)N(C)CC(=O)NC(C(C(=O)N)O)C(=O)O)O;4.800;199000
118888253;CCC(C(=O)NC)NC(=O)C(C(C(C)CCCC(=O)O)O)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)CCC(C)C;3.500;177000
121410259;CC(C)CC(C(CC(=O)O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C)O;3.000;223000
121485007;CC(C)CC(C(CC(=O)O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)COCCOCCNC(=O)COCCOCCN)O;-2.700;315000
122177562;CCCCCCCC1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)C(C)CC)CC(C)C)C(C)O)CO)CC(C)C;5.400;212000
122177563;CCCCCCCCCC1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)C(C)CC)CC(C)C)C(C)O)CO)CC(C)C;6.500;212000
122177564;CCC(C)C1C(=O)OC(CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC(C)C)C(C)O)CO)CC(C)C)CCCCCCC(C)C;6.200;212000
122177566;CCCCCCCCCCCC1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)C(C)CC)CC(C)C)C(C)O)CO)CC(C)C;7.600;212000
126614250;CC(C)CC(C(CC(=O)ON1C(CCC1=O)O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C)O;2.600;253000
130388479;CC(C)CC(C(CC(=O)O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C)O;3.000;223000
131714869;CC(C)CC(C(CC(=O)OC)O)NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)N.Cl;NULL;160000
134141339;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CO)C(C)CC)CC(C)C)C)C;6.100;204000
134262500;CC(C)CC(C(CC(=O)O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)COCCOCCNC(=O)COCCOCCN)O;-2.700;315000
134277432;CC(C)CC(C(CC(=O)O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)COCCOCCNC(=O)COCCOCCN)O;-2.700;315000
138478587;CCCCCCCCCCC(C(C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)N)OC(=O)CNC(=O)C(C)CO;4.500;218000
138478588;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CO)CCC)CC(C)C)C)C;5.700;204000
138478733;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CO)C(C)CC)CC(C)C)C)C;6.100;204000
138478788;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C)CO)C(C)CC)CC(C)C)C)C;6.200;183000
138478789;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CO)CO)C(C)CC)CCCC)C)C;5.800;204000
138478852;CCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)C(C)O)C(C)CC)CC(C)C)C)C;4.400;204000
138478918;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CCN)CO)C(C)CC)CC(C)C)C)C;5.200;209000
138478930;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CCO)CO)C(C)CC)CC(C)C)C)C;5.500;204000
138478932;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CCN)C(C)CC)CC(C)C)C)C;5.600;209000
138478970;CCCCCCCCCCC(C(C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(CC)CC)C(=O)NC(CO)C(=O)N)OC(=O)CNC(=O)C(C)CO;5.200;218000
138479032;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CO)C(C)CC)CC(C)C)C)C;6.100;204000
138479054;CCCCCCCC(C(CC)C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(CO)C(=O)N)OC(=O)CNC(=O)C(C)C(C)O;4.000;218000
138479061;CCCCCCCCCCC(C(C)C(=O)N(C)C(CC(C)C)C(=O)NC(CCC)C(=O)NC(CO)C(=O)N)OC(=O)CNC(=O)C(C)C(C)O;4.800;218000
138479069;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CC)CO)C(C)CC)CC(C)C)C)C;6.700;183000
138479087;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)COCCCN)CO)C(C)CC)CC(C)C)C)C;5.100;219000
138479123;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)C)C(C)O)CO)C(C)CC)CC(C)C)C)C;6.500;204000
138731326;CC(C)CC(C(CC(=O)O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)COCCOCCNC(=O)COCCOCCN)O;-2.700;315000
139437871;CCCC(C(CC(=O)NC(C)C(=O)NC(CC(C)C)C(CC(=O)O)O)O)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C;2.600;223000
153531700;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CO)CO)C(C)CC)CC(C)C)C)C;5.700;204000
153531702;CCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CO)C(C)CC)CC(C)C)C)CC;4.800;204000
155209721;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CCN)CO)C(C)CC)CC(C)C)C)C;5.200;209000
155209727;CCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)C(C)O)C(C)CC)CC(C)C)C)C;4.400;204000
155209754;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CO)CO)C(CC)CC)CC(C)C)C)C;6.000;204000
155209835;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CO)CO)C(C)CC)CC(C)C)C)C;5.700;204000
155209837;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CO)CO)C(C)CC)CC(C)C)C)C;5.700;204000
155209842;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CO)CCC)CC(C)C)C)C;5.700;204000
155209854;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)C)C(C)O)CO)C(C)CC)CC(C)C)C)C;6.500;204000
155209855;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)C)C(C)O)CO)C(C)CC)CC(C)C)C)C;6.500;204000
155209871;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)C)C(C)O)CO)C(C)CC)CC(C)C)C)C;6.500;204000
155209873;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CO)C(C)CC)CC(C)C)C)C;6.100;204000
155209881;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CO)CO)C(C)CC)CCC)C)C;5.200;204000
155209882;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CO)CO)C(C)CC)CCC)C)C;5.200;204000
155209891;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CO)CO)C(C)CC)CCCC)C)C;5.800;204000
155209917;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C)CO)C(C)CC)CC(C)C)C)C;6.200;183000
155209962;CCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CO)C(C)CC)CC(C)C)C)CC;4.800;204000
155209969;CCCCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CO)C(C)CC)CC(C)C)C)C;7.200;204000
155209971;CCCCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CO)C(C)CC)CC(C)C)C)C;7.200;204000
155209977;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CO)CO)C(C)C)CC(C)C)C)C;5.300;204000
155209985;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)COCCCN)CO)C(C)CC)CC(C)C)C)C;5.100;219000
155210005;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CCN)C(C)CC)CC(C)C)C)C;5.600;209000
155210109;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CO)C(C)CC)CCC)C)C;5.700;204000
155210110;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CO)C(C)CC)CCC)C)C;5.700;204000
155210136;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CCO)CO)C(C)CC)CC(C)C)C)C;5.500;204000
155228330;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CO)CO)C(CC)CC)CC(C)C)C)C;6.000;204000
155228360;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CO)CO)C(C)C)CC(C)C)C)C;5.300;204000
155228373;CCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(CNCC(=O)O1)C(C)O)CO)C(C)CC)CC(C)C)C)CC;4.500;186000
155228401;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CO)CO)C(C)C)CC(C)C)C)C;5.300;204000
155228433;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CCN)CCC)CC(C)C)C)C;5.200;209000
155228444;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)COCCCN)CO)CCC)CC(C)C)C)C;4.600;219000
155228449;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C)CO)CCC)CC(C)C)C)C;5.700;183000
155228472;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)(C)O)CO)CCC)CC(C)C)C)C;5.800;204000
155228476;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)CO)CO)CCC)CC(C)C)C)C;5.200;204000
155228485;CCCCCCCCCCC(C(C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(CO)C(=O)N)OC(=O)CNC(=O)C(C)CO;4.800;218000
155228502;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CO)CCC)CCC)C)C;5.200;204000
155228518;CCCCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)C)C(C)O)CO)CCC)CC(C)C)C)C;6.100;204000
